Office,Taluk,District,State,Pincode
Kayakodi,Vadakara,Kozhikode,KERALA,673508
Kayanna Bazar,Quilandy,Kozhikode,KERALA,673525
Kayanna,Quilandy,Kozhikode,KERALA,673526
Kayappanichi,Vadakara,Kozhikode,KERALA,673505
Keezhariyur,Koyilandi,Kozhikode,KERALA,673307
Keezhil,Vadakara,Kozhikode,KERALA,673104
Kilinnanyam,Quilandy,Kozhikode,KERALA,673525
Kilur Meladi,Koyilandi,Kozhikode,KERALA,673522
Kinalur,Koyilandi,Kozhikode,KERALA,673612
Kizhpayur,Quilandy,Kozhikode,KERALA,673524
Kodiyura,Vadakara,Kozhikode,KERALA,673506
Kokkallur,Koyilandi,Kozhikode,KERALA,673612
Kolakkad,Quilandy,Kozhikode,KERALA,673315
Kolathur,Kozhikode,Kozhikode,KERALA,673315
Kollam,Koyilandi,Kozhikode,KERALA,673307
Kongannur,Quilandy,Kozhikode,KERALA,673315
Koorachundu,Koyilandi,Kozhikode,KERALA,673527
Koothali,Koyilandi,Kozhikode,KERALA,673525
Korothroad,Vadakara,Kozhikode,KERALA,673309
Kotancheri,Vadakara,Kozhikode,KERALA,673503
Kottakkal igl,Quilandy,Kozhikode,KERALA,673521
Kottappalli,Vadakara,Kozhikode,KERALA,673542
Kottur,Koyilandi,Kozhikode,KERALA,673614
Koyilandi,Koyilandi,Kozhikode,KERALA,673305
Kozhukkallur,Quilandy,Kozhikode,KERALA,673524
Kunduthode,Vadakara,Kozhikode,KERALA,673513
Kuningad,Vadakara,Kozhikode,KERALA,673503
Kunnathara,Koyilandi,Kozhikode,KERALA,673620
Kunnummakkara,Vadakara,Kozhikode,KERALA,673308
Kurichagam,Vadakara,Kozhikode,KERALA,673508
Kurikkilad,Vadakara,Kozhikode,KERALA,673104
Kurinhaliyode,Vadakara,Kozhikode,KERALA,673542
Kuruvangad,Koyilandi,Kozhikode,KERALA,673620
Kuttiadi,Vadakara,Kozhikode,KERALA,673508
Kuttoth,Quilandy,Kozhikode,KERALA,673524
Madappalli College,Vadakara,Kozhikode,KERALA,673102
Mahe,Vadakara,Kozhikode,KERALA,673310
Mandarathur,Vadakara,Kozhikode,KERALA,673105
Mangad,Quilandy,Kozhikode,KERALA,673574
Maniyur,Vadakara,Kozhikode,KERALA,673523
Mannankavu,Quilandy,Kozhikode,KERALA,673614
Marudonkara,Vadakara,Kozhikode,KERALA,673513
Mattanode,Koyilandi,Kozhikode,KERALA,673527
Mayyannur,Vadakara,Kozhikode,KERALA,673542
Melur,Quilandy,Kozhikode,KERALA,673306
Memunda,Vadakara,Kozhikode,KERALA,673104
Mennaniam,Quilandy,Kozhikode,KERALA,673525
Meppayil,Vadakara,Kozhikode,KERALA,673104
Meppayur,Koyilandi,Kozhikode,KERALA,673524
Modakkallur,Quilandy,Kozhikode,KERALA,673315
Moilothara,Vadakara,Kozhikode,KERALA,673513
Mokeri Nadapuram,Vadakara,Kozhikode,KERALA,673507
Moolad,Quilandy,Kozhikode,KERALA,673614
Muchukunnu,Quilandy,Kozhikode,KERALA,673307
Mudadi,Quilandy,Kozhikode,KERALA,673307
Mudadi North,Quilandy,Kozhikode,KERALA,673307
Mudavantheri,Vadakara,Kozhikode,KERALA,673505
Mullambath,Vadakara,Kozhikode,KERALA,673507
Muthukad,Quilandy,Kozhikode,KERALA,673528
Muthuuvana,Koyilandi,Kozhikode,KERALA,673523
Muthuvadathur,Vadakara,Kozhikode,KERALA,673503
Muthuvannacha,Quilandy,Kozhikode,KERALA,673508
Muttungal,Vadakara,Kozhikode,KERALA,673106
Muttungal West,Vadakara,Kozhikode,KERALA,673106
Muyipoth,Quilandy,Kozhikode,KERALA,673524
Nadakkuthala,Vadakara,Kozhikode,KERALA,673104
Nadapuram,Vadakara,Kozhikode,KERALA,673504
Naderi,Quilandy,Kozhikode,KERALA,673620
Naduvannur,Koyilandi,Kozhikode,KERALA,673614
Naduvathur,Quilandy,Kozhikode,KERALA,673620
Naripetta,Vadakara,Kozhikode,KERALA,673506
Nedumparamba,Vadakara,Kozhikode,KERALA,673506
Nittur,Vadakara,Kozhikode,KERALA,673507
Nitumannur,Vadakara,Kozhikode,KERALA,673507
Nochat,Quilandy,Kozhikode,KERALA,673614
Nut Street,Vadakara,Kozhikode,KERALA,673104
Onchiyam,Vadakara,Kozhikode,KERALA,673308
Oravil,Quilandy,Kozhikode,KERALA,673614
Orkatteri,Vadakara,Kozhikode,KERALA,673501
Padiripetta,Vadakara,Kozhikode,KERALA,673507
Palayad Nada,Vadakara,Kozhikode,KERALA,673521
Paleri,Koyilandi,Kozhikode,KERALA,673508
Paleri Town,Quilandy,Kozhikode,KERALA,673508
Pallikara,Quilandy,Kozhikode,KERALA,673522
Panangad Qdi,Koyilandi,Kozhikode,KERALA,673612
Parakkadavu,Vadakara,Kozhikode,KERALA,673509
Pasukkadavu,Vadakara,Kozhikode,KERALA,673513
Pathiyarakkara,Vadakara,Kozhikode,KERALA,673105
Payyoli Angadi,Koyilandi,Kozhikode,KERALA,673523
Payyoli,Quilandy,Kozhikode,KERALA,673522
Perampra,Koyilandi,Kozhikode,KERALA,673525
Perode,Vadakara,Kozhikode,KERALA,673504
Peruvannamuzhi,Koyilandi,Kozhikode,KERALA,673528
Peruvattur,Koyilandi,Kozhikode,KERALA,673620
Ponmeri Parambil,Vadakara,Kozhikode,KERALA,673542
Poolakkul,Vadakara,Kozhikode,KERALA,673507
Poothampara,Vadakara,Kozhikode,KERALA,673513
Poozhithode,Quilandy,Kozhikode,KERALA,673528
Puduppanam,Vadakara,Kozhikode,KERALA,673105
Puliyavil,Vadakara,Kozhikode,KERALA,673509
Punath,Quilandy,Kozhikode,KERALA,673614
Purakkad,Quilandy,Kozhikode,KERALA,673522
Purameri,Vadakara,Kozhikode,KERALA,673503
Puthur,Vadakara,Kozhikode,KERALA,673104
Quilandibazar,Koyilandi,Kozhikode,KERALA,673620
Rayarangoth,Vadakara,Kozhikode,KERALA,673102
Siddhasamaj,Vadakara,Kozhikode,KERALA,673104
Talayad,Koyilandi,Kozhikode,KERALA,673574
Taliyil,Vadakara,Kozhikode,KERALA,673508
Thalakolathur,Kozhikode,Kozhikode,KERALA,673317
Thanakottur,Vadakara,Kozhikode,KERALA,673509
Thandorapara,Koyilandi,Kozhikode,KERALA,673526
Tharopoyil,Vadakara,Kozhikode,KERALA,673541
Thinur,Vadakara,Kozhikode,KERALA,673507
Thiruvallur,Vadakara,Kozhikode,KERALA,673541
Thodannur,Vadakara,Kozhikode,KERALA,673541
Thuruthiyad,Quilandy,Kozhikode,KERALA,673612
Thuvakkode,Quilandy,Kozhikode,KERALA,673304
Tikkoti,Koyilandi,Kozhikode,KERALA,673529
Tiruvangoor,Quilandy,Kozhikode,KERALA,673304
Tiruvode,Quilandy,Kozhikode,KERALA,673614
Tuneri,Vadakara,Kozhikode,KERALA,673505
Ulliyeri,Quilandy,Kozhikode,KERALA,673620
Unnikulam,Quilandy,Kozhikode,KERALA,673574
Urallur,Quilandy,Kozhikode,KERALA,673620
Vadakara Beach,Vadakara,Kozhikode,KERALA,673103
Vadakara,Vadakara,Kozhikode,KERALA,673101
Vakayad,Quilandy,Kozhikode,KERALA,673614
Valayam,Vadakara,Kozhikode,KERALA,673517
Valliyad,Vadakara,Kozhikode,KERALA,673542
Vanimal,Vadakara,Kozhikode,KERALA,673506
Vannathichira,Vadakara,Kozhikode,KERALA,673513
Varikoli,Vadakara,Kozhikode,KERALA,673506
Vatayam,Vadakara,Kozhikode,KERALA,673507
Vattoli,Vadakara,Kozhikode,KERALA,673507
Vattoli Bazar,Quilandy,Kozhikode,KERALA,673612
Vayalada,Quilandy,Kozhikode,KERALA,673574
Vayikkilassery,Vadakara,Kozhikode,KERALA,673104
Velom,Vadakara,Kozhikode,KERALA,673508
Velom Peruvayal,Vadakara,Kozhikode,KERALA,673508
Velur West,Quilandy,Kozhikode,KERALA,673315
Vilangad,Vadakara,Kozhikode,KERALA,673506
Villyappalli,Vadakara,Kozhikode,KERALA,673542
Vishnumangalam,Vadakara,Kozhikode,KERALA,673506
Azhinjilam,Ernad,Malappuram,KERALA,673632
Karad Paramba,Ernad,Malappuram,KERALA,673632
Puducode Feroke,Eranad,Malappuram,KERALA,673633
Vazhayur,Ernad,Malappuram,KERALA,673633
Vazhayur East,Ernad,Malappuram,KERALA,673633
Adakkakundu,Nilambur,Malappuram,KERALA,676525
Akkaparamba,Ernad,Malappuram,KERALA,673641
Aliparamba,Perintalmanna,Malappuram,KERALA,679357
Amarambalam,Nilambur,Malappuram,KERALA,679332
Amarambalam South,Nilambur,Malappuram,KERALA,679339
Amayur,Ernad,Malappuram,KERALA,676123
Ambalakkadavu,Nilambur,Malappuram,KERALA,676525
Amminikkad,Perinthalmanna,Malappuram,KERALA,679322
Anakkayam,Ernad,Malappuram,KERALA,676509
Anamangad,Perintalmanna,Malappuram,KERALA,679357
Anchachavady,Nilambur,Malappuram,KERALA,676525
Andiyoorkunnu,Ernad,Malappuram,KERALA,673637
Angadipuram,Perinthalmanna,Malappuram,KERALA,679321
Areacode,Ernad,Malappuram,KERALA,673639
Arimanal,Nilambur,Malappuram,KERALA,676525
Arimbra,Ernad,Malappuram,KERALA,673638
Aripra,Perinthalmanna,Malappuram,KERALA,679321
Arkkuparamba,Perinthalmanna,Malappuram,KERALA,679341
Aurvacode,Nilambur,Malappuram,KERALA,679329
Ayikkarapadi,Ernad,Malappuram,KERALA,673637
Bhoodan Colony,Nilambur,Malappuram,KERALA,679334
Calicut Airport,Tirurangadi,Malappuram,KERALA,673647
Calicut University,Tirurangadi,Malappuram,KERALA,673635
Chandakkunnu,Nilambur,Malappuram,KERALA,679329
Chathallur,Ernad,Malappuram,KERALA,676541
Chathangottupuram,Nilambur,Malappuram,KERALA,679328
Chattipparamba,Perinthalmanna,Malappuram,KERALA,676504
Chelakkad,Perinthalmanna,Malappuram,KERALA,679323
Chelembra,Tirurangadi,Malappuram,KERALA,673634
Chembrassei,Ernad,Malappuram,KERALA,676521
Chembrasseri East,Ernad,Malappuram,KERALA,679327
Chemmalasseri,Perinthalmanna,Malappuram,KERALA,679323
Chemmaniyode,Perinthalmanna,Malappuram,KERALA,679325
Chemmarakkattur,Ernad,Malappuram,KERALA,673639
Chenakkalangadi,Tirurangadi,Malappuram,KERALA,673636
Cherakkaparamba,Perinthalmanna,Malappuram,KERALA,679321
Cherukara,Perintalmanna,Malappuram,KERALA,679340
Cheruvayur,Ernad,Malappuram,KERALA,673645
Chettippadam,Nilambur,Malappuram,KERALA,679332
Chikkode,Ernad,Malappuram,KERALA,673645
Chirayil,Ernad,Malappuram,KERALA,673638
Chokkad,Nilambur,Malappuram,KERALA,679332
Chulliyode,Nilambur,Malappuram,KERALA,679332
Chungathara,Nilambur,Malappuram,KERALA,679334
Downhill,Ernad,Malappuram,KERALA,676519
Edakkara nilambur,Nilambur,Malappuram,KERALA,679331
Edapatta,Perintalmanna,Malappuram,KERALA,679326
Edavanna,Ernad,Malappuram,KERALA,676541
Edayattur,Perinthalmanna,Malappuram,KERALA,679326
Edivanna,Nilambur,Malappuram,KERALA,679329
Elad,Perinthalmanna,Malappuram,KERALA,679340
Elankur,Ernad,Malappuram,KERALA,676122
Eranhikode,Ernad,Malappuram,KERALA,676541
Eranhimangad,Nilambur,Malappuram,KERALA,679329
Eravimangalam,Perinthalmanna,Malappuram,KERALA,679340
Erumamunda,Nilambur,Malappuram,KERALA,679334
Ezhupathekkar,Nilambur,Malappuram,KERALA,676525
Hajiarpalli,Ernad,Malappuram,KERALA,676519
Iringattiri,Nilambur,Malappuram,KERALA,676523
Irumbuzhi,Ernad,Malappuram,KERALA,676509
Iruvetti,Ernad,Malappuram,KERALA,673639
Kadambode,Ernad,Malappuram,KERALA,676521
Kadannamanna,Perinthalmanna,Malappuram,KERALA,679324
Kadungapurm,Perinthalmanna,Malappuram,KERALA,679321
Kalikavu,Nilambur,Malappuram,KERALA,676525
Kalkundu,Nilambur,Malappuram,KERALA,676523
Kambalakallu,Nilambur,Malappuram,KERALA,679333
Kannamvettikavu,Ernad,Malappuram,KERALA,673637
Kappil,Nilambur,Malappuram,KERALA,679328
Karad,Nilambur,Malappuram,KERALA,679339
Karakkode,Nilambur,Malappuram,KERALA,679333
Karakkunnu,Ernad,Malappuram,KERALA,676123
Karapuram,Nilambur,Malappuram,KERALA,679331
Karippur,Tirurangadi,Malappuram,KERALA,673638
Karulai,Nilambur,Malappuram,KERALA,679330
Karumarakkad,Ernad,Malappuram,KERALA,673640
Karuvambram,Manjeri,Malappuram,KERALA,676123
Karuvambram West,Ernad,Malappuram,KERALA,676123
Karuvarakundu,Nilambur,Malappuram,KERALA,676523
Kavalamukkatta,Nilambur,Malappuram,KERALA,679332
Kavanur,Ernad,Malappuram,KERALA,673639
Kerala Estate,Nilambur,Malappuram,KERALA,676525
Kizhakkumpadam,Perinthalmanna,Malappuram,KERALA,679326
Kizhattur,Perintalmanna,Malappuram,KERALA,679325
Kizhuparamba,Ernad,Malappuram,KERALA,673639
Kodur malabar,Perintalmanna,Malappuram,KERALA,676504
Kolakkattuchali,Tirurangadi,Malappuram,KERALA,673634
Kolaparamba,Ernad,Malappuram,KERALA,676522
Kolathur MLP,Perinthalmanna,Malappuram,KERALA,679338
Kondotti,Ernad,Malappuram,KERALA,673638
Koomankulam,Ernad,Malappuram,KERALA,676123
Koorad,Nilambur,Malappuram,KERALA,679339
Koottil,Perinthalmanna,Malappuram,KERALA,679324
Kottilangadi,Perintalmanna,Malappuram,KERALA,676506
Kumminiparamba,Tirurangadi,Malappuram,KERALA,673638
Kunnakkavu,Perinthalmanna,Malappuram,KERALA,679340
Kunnappally,Perintalmanna,Malappuram,KERALA,679322
Kunnummalpotti,Nilambur,Malappuram,KERALA,679331
Kurumbalangode,Nilambur,Malappuram,KERALA,679334
Kuruvambalam,Perintalmanna,Malappuram,KERALA,679338
Kuttathy,Nilambur,Malappuram,KERALA,676523
Kuzhimanna,Ernad,Malappuram,KERALA,673641
Maithra,Ernad,Malappuram,KERALA,673639
Makkaraparamba,Perinthalmanna,Malappuram,KERALA,676507
Malappuram Civil Station,Ernad,Malappuram,KERALA,676505
Malappuram,Ernad,Malappuram,KERALA,676505
Mampad College,Nilambur,Malappuram,KERALA,676542
Mampad,Nilambur,Malappuram,KERALA,676542
Mampattumoola,Nilambur,Malappuram,KERALA,679332
Manalaya,Perinthalmanna,Malappuram,KERALA,679357
Manhappatta,Ernad,Malappuram,KERALA,676123
Manimooly,Nilambur,Malappuram,KERALA,679333
Manjeri Bazar,Ernad,Malappuram,KERALA,676121
Manjeri College,Ernad,Malappuram,KERALA,676122
Manjeri kla,Ernad,Malappuram,KERALA,676121
Mankada Pallippuram,Perinthalmanna,Malappuram,KERALA,679324
Mankada,Perintalmanna,Malappuram,KERALA,679324
Mannarmala,Perinthalmanna,Malappuram,KERALA,679325
Mannathipoyil,Nilambur,Malappuram,KERALA,679332
Mariyad,Ernad,Malappuram,KERALA,676122
Marutha,Nilambur,Malappuram,KERALA,679333
Mattarakkal,Perintalmanna,Malappuram,KERALA,679341
Melangadi,Ernad,Malappuram,KERALA,673638
Melattur Malappuram,Perintalmanna,Malappuram,KERALA,679326
Melmuri,Ernad,Malappuram,KERALA,676517
Meppadam,Nilambur,Malappuram,KERALA,676542
Modapoika,Nilambur,Malappuram,KERALA,679331
Mongam,Ernad,Malappuram,KERALA,673642
Moorkkanad,Perintalmanna,Malappuram,KERALA,679338
Moothedam,Nilambur,Malappuram,KERALA,679331
Morayur,Ernad,Malappuram,KERALA,673642
Munda,Nilambur,Malappuram,KERALA,679331
Mundakkal,Ernad,Malappuram,KERALA,673645
Munderi,Nilambur,Malappuram,KERALA,679334
Munduparmba,Ernad,Malappuram,KERALA,676509
Muthuparamba,Ernad,Malappuram,KERALA,673638
Muthuvallur,Ernad,Malappuram,KERALA,673638
Naduvath,Nilambur,Malappuram,KERALA,679328
Nallanthanni,Nilambur,Malappuram,KERALA,679330
Nambooripotty,Nilambur,Malappuram,KERALA,679333
Narukara,Ernad,Malappuram,KERALA,676122
Nediyirippu,Ernad,Malappuram,KERALA,673638
Neelancheri,Nilambur,Malappuram,KERALA,676525
Nellikuth,Ernad,Malappuram,KERALA,676122
Nilambur RS,Nilambur,Malappuram,KERALA,679330
Nilambur,Nilambur,Malappuram,KERALA,679329
Olamathil,Ernad,Malappuram,KERALA,673642
Olavattur,Ernad,Malappuram,KERALA,673638
Olukur,Ernad,Malappuram,KERALA,673642
Omanur,Ernad,Malappuram,KERALA,673645
Oorakam Kizhumuri,Tirurangadi,Malappuram,KERALA,676519
Oorakam Melmuri,Tirurangadi,Malappuram,KERALA,676519
Padinhattumuri,Perinthalmanna,Malappuram,KERALA,676506
Padirikode,Perinthalmanna,Malappuram,KERALA,679326
Padiripadam,Nilambur,Malappuram,KERALA,679334
Palachode,Perinthalmanna,Malappuram,KERALA,679338
PalakkadMLP,Ernad,Malappuram,KERALA,673641
Palakkalvetta,Nilambur,Malappuram,KERALA,679327
Palathole,Perinthalmanna,Malappuram,KERALA,679340
Palemad,Nilambur,Malappuram,KERALA,679331
Palengara,Nilambur,Malappuram,KERALA,679330
Pallikkal,Tirurangadi,Malappuram,KERALA,673634
Pallikuth,Nilambur,Malappuram,KERALA,679334
Panampilavu,Ernad,Malappuram,KERALA,673639
Pandallur,Ernad,Malappuram,KERALA,676521
Pandallur Hills,Ernad,Malappuram,KERALA,676521
Pandikkad,Ernad,Malappuram,KERALA,676521
Panga,Perintalmanna,Malappuram,KERALA,679338
Panga Chendy,Perinthalmanna,Malappuram,KERALA,679338
Panga South,Perinthalmanna,Malappuram,KERALA,679338
Pannippara,Ernad,Malappuram,KERALA,676541
Pappinippara,Ernad,Malappuram,KERALA,676122
Pariyapuram,Perinthalmanna,Malappuram,KERALA,679321
Pathaikara,Perintalmanna,Malappuram,KERALA,679322
Pathappiriyam,Ernad,Malappuram,KERALA,676123
Pathar,Nilambur,Malappuram,KERALA,679334
Pathiriyal,Nilambur,Malappuram,KERALA,676123
Pattarkadavu,Ernad,Malappuram,KERALA,676519
Pattikkad,Perintalmanna,Malappuram,KERALA,679325
Payyanad,Ernad,Malappuram,KERALA,676122
Pazhamallur,Perinthalmanna,Malappuram,KERALA,676506
Perakamanna,Ernad,Malappuram,KERALA,676541
Perimbalam,Ernad,Malappuram,KERALA,676509
Perintalmanna,Perinthalmanna,Malappuram,KERALA,679322
Peruparamba ugrapuram,Ernad,Malappuram,KERALA,673639
Peruvallur,Tirurangadi,Malappuram,KERALA,673638
Ponniyakurissi,Perinthalmanna,Malappuram,KERALA,679322
Pookkottumpadam,Nilambur,Malappuram,KERALA,679332
Pookkottur,Ernad,Malappuram,KERALA,676517
Pookottumanna,Nilambur,Malappuram,KERALA,679334
Poolamanna,Ernad,Malappuram,KERALA,679327
Poongode,Nilambur,Malappuram,KERALA,679327
Poonthavanam,Perinthalmanna,Malappuram,KERALA,679325
Poovathikkal,Ernad,Malappuram,KERALA,673639
Porur,Ernad,Malappuram,KERALA,679339
Pulamanthole,Perintalmanna,Malappuram,KERALA,679323
Pulikkal,Ernad,Malappuram,KERALA,673637
Puliyakkode,Ernad,Malappuram,KERALA,673641
Pullancheri,Ernad,Malappuram,KERALA,676122
Pullengode,Nilambur,Malappuram,KERALA,676525
Pulliparamba,Tirurangadi,Malappuram,KERALA,673634
Pullippadam,Nilambur,Malappuram,KERALA,676542
Pulpatta,Ernad,Malappuram,KERALA,676123
Pulvetta,Nilambur,Malappuram,KERALA,676523
Punnappala,Nilambur,Malappuram,KERALA,679328
Puthanangadi,Perinthalmanna,Malappuram,KERALA,679321
Puthur pallikkal,Tirurangadi,Malappuram,KERALA,673636
Puzhakkattiri,Perintalmanna,Malappuram,KERALA,679321
Ramankuth,Nilambur,Malappuram,KERALA,679330
Ramapuram,Perinthalmanna,Malappuram,KERALA,679321
T.K.Colony,Nilambur,Malappuram,KERALA,679332
Talekode,Perintalmanna,Malappuram,KERALA,679341
Talekode West,Perinthalmanna,Malappuram,KERALA,679341
Tavanur feroke,Ernad,Malappuram,KERALA,673641
Tenhipalam,Tirurangadi,Malappuram,KERALA,673636
Thachinganadam,Perintalmanna,Malappuram,KERALA,679325
Tharis,Nilambur,Malappuram,KERALA,676523
Thelakkad,Perinthalmanna,Malappuram,KERALA,679325
Theyyathumpadam,Nilambur,Malappuram,KERALA,679331
Thootha,Perinthalmanna,Malappuram,KERALA,679357
Thottilangadi,Ernad,Malappuram,KERALA,673639
Thottumukkam,Ernad,Malappuram,KERALA,673639
Thurakkal,Ernad,Malappuram,KERALA,673638
Tirurkad,Perinthalmanna,Malappuram,KERALA,679321
Tiruvali,Nilambur,Malappuram,KERALA,676123
Trikkalangode,Ernad,Malappuram,KERALA,676123
Trippanachi,Ernad,Malappuram,KERALA,673641
Tuvvur,Nilambur,Malappuram,KERALA,679327
Uppada,Nilambur,Malappuram,KERALA,679334
Urangattiri,Ernad,Malappuram,KERALA,673639
Vadakkangara,Perintalmanna,Malappuram,KERALA,679324
Vadakkumpadam,Nilambur,Malappuram,KERALA,679339
Vadapuram,Nilambur,Malappuram,KERALA,676542
Vakkethodi,Ernad,Malappuram,KERALA,676122
Valambur,Perintalmanna,Malappuram,KERALA,679325
Valamkulam,Perinthalmanna,Malappuram,KERALA,679357
Valapuram,Perinthalmanna,Malappuram,KERALA,679323
Valillapuzha,Ernad,Malappuram,KERALA,673639
Valiyaparamba,Ernad,Malappuram,KERALA,673637
Vallikkapatta,Perinthalmanna,Malappuram,KERALA,679324
Valluvambram,Ernad,Malappuram,KERALA,673642
Valluvangad,Ernad,Malappuram,KERALA,676521
Valluvangad South,Ernad,Malappuram,KERALA,676521
Vaniyambalam,Nilambur,Malappuram,KERALA,679339
Vattalur,Perinthalmanna,Malappuram,KERALA,676507
Vazhakkad,Ernad,Malappuram,KERALA,673640
Vazhenkada,Perinthalmanna,Malappuram,KERALA,679357
Vazhikkadavu,Nilambur,Malappuram,KERALA,679333
Vellayur,Nilambur,Malappuram,KERALA,679327
Vellila,Perinthalmanna,Malappuram,KERALA,679324
Velliyanchery,Perinthalmanna,Malappuram,KERALA,679326
Vellur,Ernad,Malappuram,KERALA,676517
Vengad,Perinthalmanna,Malappuram,KERALA,679338
Vengoor,Perinthalmanna,Malappuram,KERALA,679325
Vettathur,Perintalmanna,Malappuram,KERALA,679326
Vettilappara,Ernad,Malappuram,KERALA,673639
Vilayil,Ernad,Malappuram,KERALA,673641
Wandoor,Nilambur,Malappuram,KERALA,679328
Abdurahiman Nagar,Tirurangadi,Malappuram,KERALA,676305
Alankode,Ponani,Malappuram,KERALA,679585
Alathiyur,Tirur,Malappuram,KERALA,676102
Ananthavur,Tirur,Malappuram,KERALA,676301
Anjapura,Tirurangadi,Malappuram,KERALA,676303
Ariyallur,Tirurangadi,Malappuram,KERALA,676312
Athalur,Ponnani,Malappuram,KERALA,679573
Athavanad,Tirur,Malappuram,KERALA,676301
Athrisseri,Tirur,Malappuram,KERALA,676106
Ayankalam,Ponnani,Malappuram,KERALA,679573
Ayilakkad,Ponnani,Malappuram,KERALA,679576
Ayirur,Ponnani,Malappuram,KERALA,679580
Bettath Pudiangadi,Tirur,Malappuram,KERALA,676102
Biyyam,Ponani,Malappuram,KERALA,679576
Chamravattom,Tirur,Malappuram,KERALA,676102
Chappanangadi,Tirur,Malappuram,KERALA,676503
Chengottur,Tirur,Malappuram,KERALA,676503
Chennara,Tirur,Malappuram,KERALA,676561
Cheriyamundam,Tirur,Malappuram,KERALA,676106
Cherumukku,Tirurangadi,Malappuram,KERALA,676306
Cherur,Tirurangadi,Malappuram,KERALA,676304
Cherushola,Tirurangadi,Malappuram,KERALA,676510
Cheruvallur,Ponnani,Malappuram,KERALA,679575
Chettipadi,Tirurangadi,Malappuram,KERALA,676319
Chullippara,Tirurangadi,Malappuram,KERALA,676508
Codacal,Tirur,Malappuram,KERALA,676108
Edapal,Ponani,Malappuram,KERALA,679576
Edarikode,Tirurangadi,Malappuram,KERALA,676501
Edayur,Tirur,Malappuram,KERALA,676552
Edayur North,Tirur,Malappuram,KERALA,676552
Eramangalam,Ponnani,Malappuram,KERALA,679587
Gramam,Ponnani,Malappuram,KERALA,679579
Indianur,Tirur,Malappuram,KERALA,676503
Irimbiliyam,Tirur,Malappuram,KERALA,679572
Iringallur,Tirurangadi,Malappuram,KERALA,676304
Iringavur,Tirur,Malappuram,KERALA,676103
Iswaramangalam,Ponani,Malappuram,KERALA,679573
Kadalundinagaram,Tirurangadi,Malappuram,KERALA,673314
Kadampuzha,Tirur,Malappuram,KERALA,676553
Kadancheri,Ponnani,Malappuram,KERALA,679582
Kadavanad,Ponani,Malappuram,KERALA,679586
Kakkad,Tirurangadi,Malappuram,KERALA,676306
Kaladi MLP,Ponani,Malappuram,KERALA,679582
Kallarmangalam,Tirur,Malappuram,KERALA,676553
Kalpakancheri,Tirur,Malappuram,KERALA,676551
Kanhiramukku,Ponnani,Malappuram,KERALA,679584
Kanmanam,Tirur,Malappuram,KERALA,676551
Kanmanam thekkummuri,Tirur,Malappuram,KERALA,676551
Kannamangalam,Tirurangadi,Malappuram,KERALA,676304
Kannamangalam West,Tirurangadi,Malappuram,KERALA,676305
Kannattipadi,Tirurangadi,Malappuram,KERALA,676304
Karekkad,Tirur,Malappuram,KERALA,676553
Karippol,Tirur,Malappuram,KERALA,676552
Karthala,Tirur,Malappuram,KERALA,679571
Karukathiruthy,Ponani,Malappuram,KERALA,679584
Kavancheri,Tirur,Malappuram,KERALA,676561
Keraladheeswarapuram,Tirur,Malappuram,KERALA,676307
Klari,Tirur,Malappuram,KERALA,676501
Kodinhi,Tirurangadi,Malappuram,KERALA,676309
Kokkur,Ponnani,Malappuram,KERALA,679591
Kololamba,Ponnani,Malappuram,KERALA,679576
Kooriyad,Tirurangadi,Malappuram,KERALA,676306
Kotakkad,Tirurangadi,Malappuram,KERALA,676319
Kottakkal,Tirur,Malappuram,KERALA,676503
Kuruga,Tirur,Malappuram,KERALA,676551
Kurumbathur,Tirur,Malappuram,KERALA,676301
Kuttayi,Tirur,Malappuram,KERALA,676562
Kuttippala,Tirur,Malappuram,KERALA,676501
Kuttippuram,Tirur,Malappuram,KERALA,679571
Kuttippuram kottakkal,Tirur,Malappuram,KERALA,676503
Kuttur North,Tirurangadi,Malappuram,KERALA,676305
Mampuram,Tirurangadi,Malappuram,KERALA,676306
Mangalam MLP,Tirur,Malappuram,KERALA,676561
Mangattiri,Tirur,Malappuram,KERALA,676105
Marakkara,Tirur,Malappuram,KERALA,676553
Marancheri,Ponani,Malappuram,KERALA,679581
Mattathur,Tirurangadi,Malappuram,KERALA,676528
Meenadathur,Tirur,Malappuram,KERALA,676307
Mookkuthala,Ponnani,Malappuram,KERALA,679574
Mooniyur,Tirurangadi,Malappuram,KERALA,676311
Moonniyur South,Tirurangadi,Malappuram,KERALA,676311
Mudur,Ponnani,Malappuram,KERALA,679578
Muttanur,Tirur,Malappuram,KERALA,676561
Naduvattom,Tirur,Malappuram,KERALA,679571
Nannambra,Tirurangadi,Malappuram,KERALA,676320
Nannamukku,Ponani,Malappuram,KERALA,679575
Nannamukku South,Ponnani,Malappuram,KERALA,679575
Nariparamba,Ponnani,Malappuram,KERALA,679573
Neduva,Tirurangadi,Malappuram,KERALA,676303
Niramaruthur,Tirur,Malappuram,KERALA,676109
Olakara,Tirurangadi,Malappuram,KERALA,676306
Omachapuzha,Tirur,Malappuram,KERALA,676320
Othalur West,Ponnani,Malappuram,KERALA,679591
Othukkungal,Tirur,Malappuram,KERALA,676528
Ozhur,Tirur,Malappuram,KERALA,676307
Pachattiri,Tirur,Malappuram,KERALA,676105
Padinharekkara,Tirur,Malappuram,KERALA,676562
